file_name,density,algebraic_connectivity,energy
graphs/instances/g0003.col,0.475555556,11.9955812,411.1329127
graphs/instances/g0002.col,0.587474747,25.42251366,405.422434
graphs/instances/g0001.col,0.384242424,23.59944866,444.022602
graphs/instances/g0004.col,0.625454545,25.6033259,328.2605707
graphs/instances/g0005.col,0.615353535,20.98502207,354.3084975
graphs/instances/g0006.col,0.485252525,25.81902022,286.2075226
graphs/instances/g0007.col,0.663636364,28.91119055,353.4299093
graphs/instances/g0008.col,0.641212121,29.27197722,362.1304509
graphs/instances/g0009.col,0.865252525,62.67739627,342.7645946
graphs/instances/g0010.col,0.745656566,29.10902221,358.9225074
graphs/instances/g0012.col,0.587676768,26.07498192,350.7714767
graphs/instances/g0013.col,0.695757576,31.17485145,356.6238553
graphs/instances/g0014.col,0.681818182,23.59286574,338.0679073
graphs/instances/g0011.col,0.531313131,30.80041751,346.1014525
graphs/instances/g0015.col,0.717373737,49.50037535,350.389436
graphs/instances/g0016.col,0.612121212,36.34058934,338.3625158
graphs/instances/g0019.col,0.536565657,30.05011724,353.2962224
graphs/instances/g0017.col,0.658585859,42.33599949,333.9958864
graphs/instances/g0018.col,0.477171717,26.26020246,330.7486314
graphs/instances/g0021.col,0.62040404,32.58119704,340.6022583
graphs/instances/g0020.col,0.635959596,34.79266047,340.6975078
graphs/instances/g0022.col,0.593333333,33.73407801,331.3869834
graphs/instances/g0023.col,0.543636364,27.86125846,305.6491039
graphs/instances/g0025.col,0.570505051,31.057787,321.9893232
graphs/instances/g0026.col,0.568282828,32.31618941,305.5249416
graphs/instances/g0024.col,0.593737374,35.78555183,331.5887102
graphs/instances/g0027.col,0.570909091,33.86766115,292.7376997
graphs/instances/g0029.col,0.563030303,29.92487021,279.0415093
graphs/instances/g0030.col,0.554949495,30.7540124,281.5596495
graphs/instances/g0028.col,0.582222222,34.77620302,290.6011203
graphs/instances/g0032.col,0.585454545,34.36520552,283.4442729
graphs/instances/g0031.col,0.574747475,32.90812843,279.0004715
graphs/instances/g0033.col,0.575555556,33.63427714,276.6830511
graphs/instances/g0034.col,0.589494949,34.92534144,273.4916416
graphs/instances/g0035.col,0.588282828,31.84129088,271.5706164
graphs/instances/g0037.col,0.601212121,34.80815664,245.4439162
graphs/instances/g0036.col,0.575959596,31.82565717,265.59228
graphs/instances/g0040.col,0.599191919,34.83867241,241.2312109
graphs/instances/g0039.col,0.606262626,33.86659447,242.161781
graphs/instances/g0038.col,0.605454545,33.86836234,242.3381474
graphs/instances/g0041.col,0.605252525,34.83040915,238.3065033
graphs/instances/g0045.col,0.589292929,35.76482444,240.4332925
graphs/instances/g0042.col,0.58989899,34.8338145,241.6520842
graphs/instances/g0044.col,0.59010101,34.83849908,241.1649816
graphs/instances/g0047.col,0.44020202,17.13902849,419.7793047
graphs/instances/g0046.col,0.601616162,33.8415283,239.0739429
graphs/instances/g0050.col,0.467272727,21.92524792,292.2242152
graphs/instances/g0049.col,0.612323232,6.953879601,295.2538742
graphs/instances/g0043.col,0.601010101,33.85809969,242.9491263
graphs/instances/g0051.col,0.646464646,37.79819872,306.2923344
graphs/instances/g0052.col,0.717373737,25.92582038,379.433852
graphs/instances/g0054.col,0.746868687,51.68714523,386.584066
graphs/instances/g0053.col,0.476161616,4.945913848,291.9165247
graphs/instances/g0055.col,0.614949495,38.89148197,283.7032377
graphs/instances/g0056.col,0.493535354,34.25248762,464.8290777
graphs/instances/g0058.col,0.444040404,16.14207091,412.1789128
graphs/instances/g0059.col,0.712323232,34.03437595,426.1293502
graphs/instances/g0060.col,0.684444444,36.50309134,405.8756706
graphs/instances/g0062.col,0.833939394,53.62797465,346.1198
graphs/instances/g0061.col,0.373333333,5.90410064,338.7053383
graphs/instances/g0064.col,0.776565657,59.19015919,401.3744793
graphs/instances/g0063.col,0.657979798,30.3307983,400.8960521
graphs/instances/g0066.col,0.78989899,48.17999245,374.2451153
graphs/instances/g0065.col,0.786868687,50.5624213,380.8072901
graphs/instances/g0068.col,0.853737374,60.32357019,340.1701678
graphs/instances/g0067.col,0.794343434,47.28007253,373.7982062
graphs/instances/g0070.col,0.799393939,48.60138714,378.365965
graphs/instances/g0069.col,0.686464646,41.57224325,397.4900136
graphs/instances/g0057.col,0.181414141,7.580536767,339.0811556
graphs/instances/g0071.col,0.807070707,46.54699961,343.9142236
graphs/instances/g0072.col,0.84040404,55.80346428,352.5472025
graphs/instances/g0073.col,0.807070707,53.94793174,351.9878926
graphs/instances/g0075.col,0.710505051,35.56170284,364.1186492
graphs/instances/g0074.col,0.796767677,41.39526264,342.6554162
graphs/instances/g0077.col,0.811919192,48.34993457,338.8677424
graphs/instances/g0076.col,0.787878788,45.26371935,363.2918413
graphs/instances/g0078.col,0.764848485,42.8736139,361.0496577
graphs/instances/g0079.col,0.775959596,45.66193827,360.453863
graphs/instances/g0080.col,0.752121212,41.02951343,355.6558958
graphs/instances/g0081.col,0.81010101,41.19781869,340.9049284
graphs/instances/g0082.col,0.823838384,43.93146317,331.3311992
graphs/instances/g0083.col,0.784646465,39.42694477,341.8857743
graphs/instances/g0084.col,0.743636364,36.55054125,344.6691847
graphs/instances/g0086.col,0.809494949,41.52492704,327.4503812
graphs/instances/g0085.col,0.788888889,41.46326702,334.6228922
graphs/instances/g0087.col,0.802828283,42.07656837,339.0381537
graphs/instances/g0088.col,0.795151515,38.62001639,328.4683477
graphs/instances/g0089.col,0.801414141,40.0410767,329.656884
graphs/instances/g0090.col,0.81979798,40.11776842,326.8622168
graphs/instances/g0091.col,0.792121212,37.86410709,336.7104419
graphs/instances/g0092.col,0.358989899,22.26396257,434.5415183
graphs/instances/g0094.col,0.782222222,58.88822685,413.7828881
graphs/instances/g0095.col,0.405656566,18.53277664,328.9546377
graphs/instances/g0097.col,0.461010101,26.27128543,413.6885347
graphs/instances/g0096.col,0.657777778,32.97136115,417.735574
graphs/instances/g0099.col,0.586666667,33.54509791,391.2519979
graphs/instances/g0098.col,0.75979798,21.35920267,380.917407
graphs/instances/g0100.col,0.367272727,9.779756381,338.1027313
graphs/instances/g0101.col,0.711717172,37.66450101,406.7990342
graphs/instances/g0102.col,0.65030303,28.20933544,404.4011723
graphs/instances/g0103.col,0.712727273,33.68284929,400.2270221
graphs/instances/g0104.col,0.437777778,16.74295315,383.9277025
graphs/instances/g0105.col,0.397777778,14.59180336,372.8677116
graphs/instances/g0106.col,0.541010101,20.82255238,382.9589071
graphs/instances/g0107.col,0.64969697,38.57956637,402.6006956
graphs/instances/g0108.col,0.706262626,39.39641354,408.4518556
graphs/instances/g0109.col,0.62020202,37.96600727,416.2435246
graphs/instances/g0110.col,0.696767677,36.15282824,414.0683747
graphs/instances/g0111.col,0.742020202,47.72549744,409.9025313
graphs/instances/g0112.col,0.675353535,38.8491556,403.0196104
graphs/instances/g0113.col,0.597373737,35.09054797,407.9556338
graphs/instances/g0115.col,0.691919192,37.46390612,402.7260901
graphs/instances/g0114.col,0.607272727,38.48180415,406.0903688
graphs/instances/g0116.col,0.667676768,44.43307262,413.0456126
graphs/instances/g0117.col,0.694949495,31.71668057,412.0453177
graphs/instances/g0119.col,0.45010101,18.76051516,374.2952495
graphs/instances/g0118.col,0.490909091,22.55021988,394.9201052
graphs/instances/g0120.col,0.517171717,23.61973424,395.7536689
graphs/instances/g0121.col,0.686262626,41.5269868,406.6601265
graphs/instances/g0123.col,0.674545455,39.86770068,412.4737654
graphs/instances/g0122.col,0.665050505,43.74410996,412.9894676
graphs/instances/g0124.col,0.693131313,42.19138204,407.1108202
graphs/instances/g0125.col,0.668282828,41.45365827,416.4014907
graphs/instances/g0126.col,0.665252525,39.90529796,407.6610175
graphs/instances/g0127.col,0.644848485,38.32614455,402.2321261
graphs/instances/g0128.col,0.668888889,41.55735361,394.8876412
graphs/instances/g0129.col,0.662222222,36.62520236,388.5962891
graphs/instances/g0130.col,0.68,41.06265267,391.4430421
graphs/instances/g0131.col,0.665858586,38.38788213,390.0962407
graphs/instances/g0132.col,0.694141414,38.59057113,383.6029741
graphs/instances/g0134.col,0.342424242,21.57014444,428.8926187
graphs/instances/g0135.col,0.334343434,11.01132784,391.982934
graphs/instances/g0133.col,0.186060606,9.11249348,342.5926794
graphs/instances/g0137.col,0.369494949,5.653220221,310.6030571
graphs/instances/g0138.col,0.371111111,12.67885314,381.6756451
graphs/instances/g0139.col,0.463434343,13.32711991,340.8292589
graphs/instances/g0140.col,0.301010101,6.704921857,346.0472854
graphs/instances/g0141.col,0.490707071,15.39069628,352.866023
graphs/instances/g0142.col,0.273535354,7.652052793,289.0440932
graphs/instances/g0143.col,0.515151515,16.06573738,359.1363241
graphs/instances/g0144.col,0.373737374,12.46921457,374.2964612
graphs/instances/g0145.col,0.485656566,13.55883966,320.7790933
graphs/instances/g0146.col,0.47030303,14.97170115,339.9204895
graphs/instances/g0147.col,0.45010101,12.47632618,334.0688263
graphs/instances/g0148.col,0.418787879,10.31524219,330.3904653
graphs/instances/g0149.col,0.416565657,15.37516905,346.3285853
graphs/instances/g0150.col,0.387070707,12.23779031,318.1721897
graphs/instances/g0151.col,0.386666667,15.26881928,316.9453748
graphs/instances/g0152.col,0.355757576,11.38250199,305.4374036
graphs/instances/g0153.col,0.413333333,15.04038493,316.2124465
graphs/instances/g0154.col,0.340606061,12.4663896,303.7075262
graphs/instances/g0155.col,0.368484848,12.95363236,303.687583
graphs/instances/g0156.col,0.410707071,16.72573243,319.2772742
graphs/instances/g0157.col,0.371515152,13.54163043,281.2624144
graphs/instances/g0158.col,0.401818182,15.85332823,278.4949133
graphs/instances/g0159.col,0.396767677,15.59990777,277.4715826
graphs/instances/g0160.col,0.408888889,16.28485596,276.2869368
graphs/instances/g0161.col,0.402828283,15.91410879,276.8339286
graphs/instances/g0162.col,0.407070707,15.99309141,274.7167392
graphs/instances/g0163.col,0.408888889,15.68444331,272.9846597
graphs/instances/g0164.col,0.401212121,15.9094955,274.3693124
graphs/instances/g0165.col,0.405656566,16.26413843,277.3828892
graphs/instances/g0166.col,0.396363636,15.42915341,268.401319
graphs/instances/g0167.col,0.410909091,15.65276863,272.0787908
graphs/instances/g0168.col,0.568888889,24.88890616,314.7852471
graphs/instances/g0048.col,0.383232323,0.981925131,251.0053997
graphs/instances/g0170.col,0.496767677,16.9993358,425.927304
graphs/instances/g0171.col,0.284040404,10.3085476,370.2056172
graphs/instances/g0172.col,0.380606061,11.47727991,360.317263
graphs/instances/g0173.col,0.36,12.52511374,342.9812821
graphs/instances/g0174.col,0.417575758,13.75475214,352.8181795
graphs/instances/g0175.col,0.316969697,8.827877837,339.4353612
graphs/instances/g0176.col,0.371111111,5.860388072,322.3414337
graphs/instances/g0177.col,0.365050505,10.41801148,326.0528494
graphs/instances/g0178.col,0.372929293,10.67742358,305.1554153
graphs/instances/g0179.col,0.361414141,13.52543472,332.3365435
graphs/instances/g0180.col,0.345252525,11.61130013,297.3288668
graphs/instances/g0181.col,0.396767677,15.59990777,277.4715826
